Mexico|Central America|MEX|98881000|Hidalgo del Parral|Chihuahua|100881
Azerbaijan|Middle East|AZE|7734000|Sumqayit|Sumqayit|283000
Chile|South America|CHL|15211000|Viña del Mar|Valparaíso|312493
Venezuela|South America|VEN|24170000|Acarigua|Portuguesa|158954
India|Southern and Central Asia|IND|1013662000|Mumbai (Bombay)|Maharashtra|10500000
China|Eastern Asia|CHN|1277558000|Suining|Sichuan|146086
China|Eastern Asia|CHN|1277558000|Zhengzhou|Henan|2107200
India|Southern and Central Asia|IND|1013662000|Bhir (Bid)|Maharashtra|112434
Iran|Southern and Central Asia|IRN|67702000|Qarchak|Teheran|142690
Japan|Eastern Asia|JPN|126714000|Kodaira|Tokyo-to|174984
Mexico|Central America|MEX|98881000|Delicias|Chihuahua|116132
China|Eastern Asia|CHN|1277558000|Qujing|Yunnan|178669
United States|North America|USA|278357000|Jacksonville|Florida|735167
Mauritius|Eastern Africa|MUS|1158000|Beau Bassin-Rose Hill|Plaines Wilhelms|100616
Philippines|Southeast Asia|PHL|75967000|Bayambang|Ilocos|96609
Germany|Western Europe|DEU|82164700|Gelsenkirchen|Nordrhein-Westfalen|281979
Canada|North America|CAN|31147000|Halifax|Nova Scotia|113910
Canada|North America|CAN|31147000|Cambridge|Ontario|109186
Brazil|South America|BRA|170115000|Maracanaú|Ceará|162022
India|Southern and Central Asia|IND|1013662000|Pallavaram|Tamil Nadu|111866
United States|North America|USA|278357000|Tucson|Arizona|486699
Saudi Arabia|Middle East|SAU|21607000|Jedda|Mekka|2046300
Morocco|Northern Africa|MAR|28351000|Kénitra|Gharb-Chrarda-Béni H|292600
Italy|Southern Europe|ITA|57680000|Parma|Emilia-Romagna|168717
United Arab Emirates|Middle East|ARE|2441000|al-Ayn|Abu Dhabi|225970
Libyan Arab Jamahiriya|Northern Africa|LBY|5605000|Misrata|Misrata|121669
Philippines|Southeast Asia|PHL|75967000|Kabankalan|Western Visayas|149769
Brazil|South America|BRA|170115000|Chapecó|Santa Catarina|144158
Japan|Eastern Asia|JPN|126714000|Otaru|Hokkaido|155784
Ukraine|Eastern Europe|UKR|50456000|Stahanov|Lugansk|101000
India|Southern and Central Asia|IND|1013662000|New Bombay|Maharashtra|307297
Angola|Central Africa|AGO|12878000|Lobito|Benguela|130000
South Korea|Eastern Asia|KOR|46844000|Uiwang|Kyonggi|108788
Argentina|South America|ARG|37032000|Moreno|Buenos Aires|356993
Mexico|Central America|MEX|98881000|San Francisco del Rincón|Guanajuato|100149
United States|North America|USA|278357000|West Valley City|Utah|108896
Malaysia|Southeast Asia|MYS|22244000|Kuala Terengganu|Terengganu|228119
Philippines|Southeast Asia|PHL|75967000|Capas|Central Luzon|95219
Oman|Middle East|OMN|2542000|Suhar|al-Batina|90814
Mexico|Central America|MEX|98881000|San Juan del Río|Querétaro|179300
China|Eastern Asia|CHN|1277558000|Liaoyang|Liaoning|492559
Russian Federation|Eastern Europe|RUS|146934000|Nahodka|Primorje|157700
United States|North America|USA|278357000|Tallahassee|Florida|150624
Bermuda|North America|BMU|65000|Saint George|Saint George´s|1800
Philippines|Southeast Asia|PHL|75967000|Malaybalay|Northern Mindanao|123672
Iran|Southern and Central Asia|IRN|67702000|Eslamshahr|Teheran|265450
Russian Federation|Eastern Europe|RUS|146934000|Novokuznetsk|Kemerovo|561600
Germany|Western Europe|DEU|82164700|Schwerin|Mecklenburg-Vorpomme|102878
Japan|Eastern Asia|JPN|126714000|Nagoya|Aichi|2154376
Philippines|Southeast Asia|PHL|75967000|Davao|Southern Mindanao|1147116
Russian Federation|Eastern Europe|RUS|146934000|Lipetsk|Lipetsk|521000
Slovakia|Eastern Europe|SVK|5398700|Bratislava|Bratislava|448292
Russian Federation|Eastern Europe|RUS|146934000|Angarsk|Irkutsk|264700
Bulgaria|Eastern Europe|BGR|8190900|Šumen|Varna|94686
Pakistan|Southern and Central Asia|PAK|156483000|Lahore|Punjab|5063499
Pakistan|Southern and Central Asia|PAK|156483000|Khuzdar|Baluchistan|93100
India|Southern and Central Asia|IND|1013662000|Nagar Coil|Tamil Nadu|190084
Faroe Islands|Nordic Countries|FRO|43000|Tórshavn|Streymoyar|14542
Egypt|Northern Africa|EGY|68470000|Suez|Suez|417610
China|Eastern Asia|CHN|1277558000|Suizhou|Hubei|142302
Lithuania|Baltic Countries|LTU|3698500|Kaunas|Kaunas|412639
Indonesia|Southeast Asia|IDN|212107000|Kudus|Central Java|95300
United States|North America|USA|278357000|Cincinnati|Ohio|331285
Spain|Southern Europe|ESP|39441700|[San Cristóbal de] la Laguna|Canary Islands|127945
Mexico|Central America|MEX|98881000|Coacalco de Berriozábal|México|252270
India|Southern and Central Asia|IND|1013662000|Dabgram|West Bengali|147217
Iceland|Nordic Countries|ISL|279000|Reykjavík|Höfuðborgarsvæði|109184
United States|North America|USA|278357000|Kansas City|Kansas|146866
India|Southern and Central Asia|IND|1013662000|Bhimavaram|Andhra Pradesh|121314
Canada|North America|CAN|31147000|Abbotsford|British Colombia|105403
Fiji Islands|Melanesia|FJI|817000|Suva|Central|77366
Morocco|Northern Africa|MAR|28351000|Nador|Oriental|112450
China|Eastern Asia|CHN|1277558000|Shashi|Hubei|281352
Brazil|South America|BRA|170115000|Nossa Senhora do Socorro|Sergipe|131351
Mexico|Central America|MEX|98881000|Silao|Guanajuato|134037
Russian Federation|Eastern Europe|RUS|146934000|Vologda|Vologda|302500
Italy|Southern Europe|ITA|57680000|Arezzo|Toscana|91729
Bangladesh|Southern and Central Asia|BGD|129155000|Rajshahi|Rajshahi|294056
Philippines|Southeast Asia|PHL|75967000|Talavera|Central Luzon|97329
India|Southern and Central Asia|IND|1013662000|Guwahati (Gauhati)|Assam|584342
Mexico|Central America|MEX|98881000|Lázaro Cárdenas|Michoacán de Ocampo|170878
Japan|Eastern Asia|JPN|126714000|Ogaki|Gifu|151758
Japan|Eastern Asia|JPN|126714000|Matsudo|Chiba|461126
Japan|Eastern Asia|JPN|126714000|Kusatsu|Shiga|106232
Philippines|Southeast Asia|PHL|75967000|Hagonoy|Central Luzon|111425
Macedonia|Southern Europe|MKD|2024000|Skopje|Skopje|444299
China|Eastern Asia|CHN|1277558000|Jiaohe|Jilin|176367
Mexico|Central America|MEX|98881000|Tlaquepaque|Jalisco|475472
China|Eastern Asia|CHN|1277558000|Dongying|Shandong|281728
India|Southern and Central Asia|IND|1013662000|Raipur|Chhatisgarh|438639
Thailand|Southeast Asia|THA|61399000|Songkhla|Songkhla|94900
United States|North America|USA|278357000|Peoria|Illinois|112936
Russian Federation|Eastern Europe|RUS|146934000|Syktyvkar|Komi|229700
Russian Federation|Eastern Europe|RUS|146934000|Kansk|Krasnojarsk|107400
Germany|Western Europe|DEU|82164700|Duisburg|Nordrhein-Westfalen|519793
China|Eastern Asia|CHN|1277558000|Xining|Qinghai|700200
Yemen|Middle East|YEM|18112000|Ibb|Ibb|103300
Sudan|Northern Africa|SDN|29490000|Wad Madani|al-Jazira|211362
Colombia|South America|COL|42321000|Tuluá|Valle|152488
Algeria|Northern Africa|DZA|31471000|Tlemcen (Tilimsen)|Tlemcen|110242
China|Eastern Asia|CHN|1277558000|Yixing|Jiangsu|200824
Bosnia and Herzegovina|Southern Europe|BIH|3972000|Banja Luka|Republika Srpska|143079
Ukraine|Eastern Europe|UKR|50456000|Zaporizzja|Zaporizzja|848000
Thailand|Southeast Asia|THA|61399000|Udon Thani|Udon Thani|158100
Spain|Southern Europe|ESP|39441700|Madrid|Madrid|2879052
China|Eastern Asia|CHN|1277558000|Bose|Guangxi|93009
Vietnam|Southeast Asia|VNM|79832000|Cam Pha|Quang Binh|209086
Iran|Southern and Central Asia|IRN|67702000|Teheran|Teheran|6758845
United States|North America|USA|278357000|Aurora|Illinois|142990
United States|North America|USA|278357000|Flint|Michigan|124943
Romania|Eastern Europe|ROM|22455500|Satu Mare|Satu Mare|130059
United States|North America|USA|278357000|Clearwater|Florida|99936
Russian Federation|Eastern Europe|RUS|146934000|Volgograd|Volgograd|993400
China|Eastern Asia|CHN|1277558000|Langfang|Hebei|148105
China|Eastern Asia|CHN|1277558000|Guigang|Guangxi|114025
Indonesia|Southeast Asia|IDN|212107000|Jakarta|Jakarta Raya|9604900
Congo|Central Africa|COG|2943000|Brazzaville|Brazzaville|950000
China|Eastern Asia|CHN|1277558000|Huzhou|Zhejiang|218071
Russian Federation|Eastern Europe|RUS|146934000|Vorkuta|Komi|92600
Poland|Eastern Europe|POL|38653600|Torun|Kujawsko-Pomorskie|206158
China|Eastern Asia|CHN|1277558000|Yakeshi|Inner Mongolia|377869
Chile|South America|CHL|15211000|Los Angeles|Bíobío|158215
Egypt|Northern Africa|EGY|68470000|Disuq|Kafr al-Shaykh|91300
South Korea|Eastern Asia|KOR|46844000|Kyongsan|Kyongsangbuk|173746
Germany|Western Europe|DEU|82164700|Bottrop|Nordrhein-Westfalen|121097
Ukraine|Eastern Europe|UKR|50456000|Kertš|Krim|162000
Russian Federation|Eastern Europe|RUS|146934000|Nojabrsk|Yamalin Nenetsia|97300
South Africa|Southern Africa|ZAF|40377000|Krugersdorp|Gauteng|181503
India|Southern and Central Asia|IND|1013662000|Fatehpur|Uttar Pradesh|117675
Mongolia|Eastern Asia|MNG|2662000|Ulan Bator|Ulaanbaatar|773700
Philippines|Southeast Asia|PHL|75967000|Pagadian|Western Mindanao|142515
Pakistan|Southern and Central Asia|PAK|156483000|Khanpur|Punjab|117800
Egypt|Northern Africa|EGY|68470000|Qalyub|al-Qalyubiya|97200
India|Southern and Central Asia|IND|1013662000|Wardha|Maharashtra|102985
United States|North America|USA|278357000|Miami|Florida|362470
Russian Federation|Eastern Europe|RUS|146934000|Podolsk|Moskova|194300
Spain|Southern Europe|ESP|39441700|L´Hospitalet de Llobregat|Katalonia|247986
Brazil|South America|BRA|170115000|São Luís|Maranhão|837588
China|Eastern Asia|CHN|1277558000|Fuzhou|Fujian|1593800
Israel|Middle East|ISR|6217000|Jerusalem|Jerusalem|633700
Syria|Middle East|SYR|16125000|Aleppo|Aleppo|1261983
India|Southern and Central Asia|IND|1013662000|Siliguri (Shiliguri)|West Bengali|216950
Brazil|South America|BRA|170115000|Vitória de Santo Antão|Pernambuco|113595
Portugal|Southern Europe|PRT|9997600|Lisboa|Lisboa|563210
Malawi|Eastern Africa|MWI|10925000|Blantyre|Blantyre|478155
Mexico|Central America|MEX|98881000|Tantoyuca|Veracruz|94709
Italy|Southern Europe|ITA|57680000|Bolzano|Trentino-Alto Adige|97232
Lebanon|Middle East|LBN|3282000|Beirut|Beirut|1100000
Kuwait|Middle East|KWT|1972000|Kuwait|al-Asima|28859
Vietnam|Southeast Asia|VNM|79832000|Hong Gai|Quang Ninh|127484
India|Southern and Central Asia|IND|1013662000|Bokaro Steel City|Jharkhand|333683
Pakistan|Southern and Central Asia|PAK|156483000|Nowshera|Nothwest Border Prov|89400
Brazil|South America|BRA|170115000|São Leopoldo|Rio Grande do Sul|189258
Italy|Southern Europe|ITA|57680000|Catania|Sisilia|337862
Germany|Western Europe|DEU|82164700|Chemnitz|Saksi|263222
Japan|Eastern Asia|JPN|126714000|Kurume|Fukuoka|235611
India|Southern and Central Asia|IND|1013662000|Miraj|Maharashtra|125407
Ireland|British Islands|IRL|3775100|Cork|Munster|127187
Armenia|Middle East|ARM|3520000|Gjumri|Širak|211700
Germany|Western Europe|DEU|82164700|Braunschweig|Niedersachsen|246322
Chile|South America|CHL|15211000|Arica|Tarapacá|189036
Japan|Eastern Asia|JPN|126714000|Numazu|Shizuoka|211382
United States|North America|USA|278357000|Chula Vista|California|173556
Japan|Eastern Asia|JPN|126714000|Higashihiroshima|Hiroshima|119166
Canada|North America|CAN|31147000|Saint John´s|Newfoundland|101936
Thailand|Southeast Asia|THA|61399000|Chiang Mai|Chiang Mai|171100
Algeria|Northern Africa|DZA|31471000|Annaba|Annaba|222518
Taiwan|Eastern Asia|TWN|22256000|Hsinchuang|Taipei|365048
Italy|Southern Europe|ITA|57680000|Pisa|Toscana|92379
Mexico|Central America|MEX|98881000|Campeche|Campeche|216735
China|Eastern Asia|CHN|1277558000|Changsha|Hunan|1809800
Philippines|Southeast Asia|PHL|75967000|Sagay|Western Visayas|129765
Croatia|Southern Europe|HRV|4473000|Osijek|Osijek-Baranja|104761
Japan|Eastern Asia|JPN|126714000|Ebetsu|Hokkaido|118805
Nigeria|Western Africa|NGA|111506000|Ikire|Oyo & Osun|123300
United States|North America|USA|278357000|Knoxville|Tennessee|173890
Saudi Arabia|Middle East|SAU|21607000|Medina|Medina|608300
Moldova|Eastern Europe|MDA|4380000|Tiraspol|Dnjestria|194300
Ukraine|Eastern Europe|UKR|50456000|Lutsk|Volynia|217000
Germany|Western Europe|DEU|82164700|Potsdam|Brandenburg|128983
Philippines|Southeast Asia|PHL|75967000|Marawi|Central Mindanao|131090
Turkey|Middle East|TUR|66591000|Aksaray|Aksaray|102681
Philippines|Southeast Asia|PHL|75967000|Dipolog|Western Mindanao|99862
Bulgaria|Eastern Europe|BGR|8190900|Sliven|Burgas|105530
Russian Federation|Eastern Europe|RUS|146934000|Novomoskovsk|Tula|138100
Iran|Southern and Central Asia|IRN|67702000|Najafabad|Esfahan|178498
Mexico|Central America|MEX|98881000|Cuautitlán Izcalli|México|452976
Chile|South America|CHL|15211000|Talca|Maule|187557
Taiwan|Eastern Asia|TWN|22256000|Kaohsiung|Kaohsiung|1475505
India|Southern and Central Asia|IND|1013662000|Haldwani-cum-Kathgodam|Uttaranchal|104195
Japan|Eastern Asia|JPN|126714000|Fukushima|Fukushima|287525
Indonesia|Southeast Asia|IDN|212107000|Purwokerto|Central Java|202500
Canada|North America|CAN|31147000|Guelph|Ontario|103593
India|Southern and Central Asia|IND|1013662000|Dibrugarh|Assam|120127
Sweden|Nordic Countries|SWE|8861400|Sundsvall|Västernorrlands län|93126
Pakistan|Southern and Central Asia|PAK|156483000|Jacobabad|Sind|137700
India|Southern and Central Asia|IND|1013662000|Chhindwara|Madhya Pradesh|93731
Germany|Western Europe|DEU|82164700|Ingolstadt|Baijeri|114826
Russian Federation|Eastern Europe|RUS|146934000|Ljubertsy|Moskova|163900
China|Eastern Asia|CHN|1277558000|Duyun|Guizhou|132971
Peru|South America|PER|25662000|Ventanilla|Callao|101056
Mexico|Central America|MEX|98881000|Durango|Durango|490524
China|Eastern Asia|CHN|1277558000|Tiefa|Liaoning|131807
Mexico|Central America|MEX|98881000|Lerdo|Durango|112272
Nigeria|Western Africa|NGA|111506000|Owo|Ondo & Ekiti|183500
India|Southern and Central Asia|IND|1013662000|Karimnagar|Andhra Pradesh|148583
Mexico|Central America|MEX|98881000|Temapache|Veracruz|102824
China|Eastern Asia|CHN|1277558000|Puqi|Hubei|117264
Guatemala|Central America|GTM|11385000|Mixco|Guatemala|209791
Slovakia|Eastern Europe|SVK|5398700|Košice|Východné Slovensko|241874
Brazil|South America|BRA|170115000|Sertãozinho|São Paulo|98140
Brazil|South America|BRA|170115000|Sorocaba|São Paulo|466823
Tunisia|Northern Africa|TUN|9586000|Kairouan|Kairouan|113100
Japan|Eastern Asia|JPN|126714000|Toyonaka|Osaka|396689
Venezuela|South America|VEN|24170000|Turmero|Aragua|217499
India|Southern and Central Asia|IND|1013662000|Guna|Madhya Pradesh|100490
Philippines|Southeast Asia|PHL|75967000|Angeles|Central Luzon|263971
Mexico|Central America|MEX|98881000|Irapuato|Guanajuato|440039
China|Eastern Asia|CHN|1277558000|Mishan|Heilongjiang|132744
Brazil|South America|BRA|170115000|Sabará|Minas Gerais|107781
Syria|Middle East|SYR|16125000|al-Qamishliya|al-Hasaka|144286
Mozambique|Eastern Africa|MOZ|19680000|Nampula|Nampula|303346
China|Eastern Asia|CHN|1277558000|Yangzhou|Jiangsu|312892
Iran|Southern and Central Asia|IRN|67702000|Zanjan|Zanjan|286295
Japan|Eastern Asia|JPN|126714000|Isesaki|Gumma|123285
China|Eastern Asia|CHN|1277558000|Quzhou|Zhejiang|112373
Sweden|Nordic Countries|SWE|8861400|Malmö|Skåne län|259579
Japan|Eastern Asia|JPN|126714000|Itami|Hyogo|190886
China|Eastern Asia|CHN|1277558000|Yuncheng|Shanxi|108359
Nigeria|Western Africa|NGA|111506000|Ilorin|Kwara & Kogi|475800
United States|North America|USA|278357000|Santa Ana|California|337977
Russian Federation|Eastern Europe|RUS|146934000|Serpuhov|Moskova|132000
Egypt|Northern Africa|EGY|68470000|Luxor|Luxor|360503
United States|North America|USA|278357000|Atlanta|Georgia|416474
Indonesia|Southeast Asia|IDN|212107000|Pekan Baru|Riau|438638
Philippines|Southeast Asia|PHL|75967000|Lubao|Central Luzon|125699
United States|North America|USA|278357000|Irvine|California|143072
Russian Federation|Eastern Europe|RUS|146934000|Rostov-na-Donu|Rostov-na-Donu|1012700
China|Eastern Asia|CHN|1277558000|Renqiu|Hebei|114256
Italy|Southern Europe|ITA|57680000|Livorno|Toscana|161673
India|Southern and Central Asia|IND|1013662000|Tellicherry (Thalassery)|Kerala|103579
India|Southern and Central Asia|IND|1013662000|Vellore|Tamil Nadu|175061
Germany|Western Europe|DEU|82164700|Regensburg|Baijeri|125236
Vietnam|Southeast Asia|VNM|79832000|Hue|Thua Thien-Hue|219149
Malaysia|Southeast Asia|MYS|22244000|Kuala Lumpur|Wilayah Persekutuan|1297526
Germany|Western Europe|DEU|82164700|Essen|Nordrhein-Westfalen|599515
India|Southern and Central Asia|IND|1013662000|Patiala|Punjab|238368
Italy|Southern Europe|ITA|57680000|Verona|Veneto|255268
United States|North America|USA|278357000|Fort Wayne|Indiana|205727
India|Southern and Central Asia|IND|1013662000|Agra|Uttar Pradesh|891790
United Kingdom|British Islands|GBR|59623400|Bradford|England|289376
Philippines|Southeast Asia|PHL|75967000|Santa Maria|Central Luzon|144282
Saudi Arabia|Middle East|SAU|21607000|al-Khubar|al-Sharqiya|141700
Germany|Western Europe|DEU|82164700|Düren|Nordrhein-Westfalen|91092
Italy|Southern Europe|ITA|57680000|Brescia|Lombardia|191317
Indonesia|Southeast Asia|IDN|212107000|Cibinong|West Java|101300
Japan|Eastern Asia|JPN|126714000|Tokorozawa|Saitama|325809
China|Eastern Asia|CHN|1277558000|Longyan|Fujian|134481
India|Southern and Central Asia|IND|1013662000|Palghat (Palakkad)|Kerala|123289
United States|North America|USA|278357000|Tulsa|Oklahoma|393049
India|Southern and Central Asia|IND|1013662000|Satara|Maharashtra|95133
China|Eastern Asia|CHN|1277558000|Yingkou|Liaoning|421589
Turkey|Middle East|TUR|66591000|Sultanbeyli|Istanbul|211068
India|Southern and Central Asia|IND|1013662000|Shimoga|Karnataka|179258
China|Eastern Asia|CHN|1277558000|Yueyang|Hunan|302800
Japan|Eastern Asia|JPN|126714000|Nishio|Chiba|100032
India|Southern and Central Asia|IND|1013662000|Lalbahadur Nagar|Andhra Pradesh|155500
Indonesia|Southeast Asia|IDN|212107000|Purwakarta|West Java|95900
Afghanistan|Southern and Central Asia|AFG|22720000|Qandahar|Qandahar|237500
Germany|Western Europe|DEU|82164700|Recklinghausen|Nordrhein-Westfalen|125022
Ukraine|Eastern Europe|UKR|50456000|Sjeverodonetsk|Lugansk|127000
Saudi Arabia|Middle East|SAU|21607000|Burayda|al-Qasim|248600
China|Eastern Asia|CHN|1277558000|Hegang|Heilongjiang|520000
Slovakia|Eastern Europe|SVK|5398700|Prešov|Východné Slovensko|93977
Mexico|Central America|MEX|98881000|Valle de Chalco Solidaridad|México|323113
Spain|Southern Europe|ESP|39441700|Granada|Andalusia|244767
Pakistan|Southern and Central Asia|PAK|156483000|Muzaffargarh|Punjab|121600
Brazil|South America|BRA|170115000|Moji das Cruzes|São Paulo|339194
Russian Federation|Eastern Europe|RUS|146934000|Perm|Perm|1009700
Nepal|Southern and Central Asia|NPL|23930000|Lalitapur|Central|145847
Senegal|Western Africa|SEN|9481000|Kaolack|Kaolack|199000
Pakistan|Southern and Central Asia|PAK|156483000|Gojra|Punjab|115000
Germany|Western Europe|DEU|82164700|Wuppertal|Nordrhein-Westfalen|368993
India|Southern and Central Asia|IND|1013662000|Tiruvottiyur|Tamil Nadu|172562
Japan|Eastern Asia|JPN|126714000|Naha|Okinawa|299851
Brazil|South America|BRA|170115000|Vitória|Espírito Santo|270626
Indonesia|Southeast Asia|IDN|212107000|Banyuwangi|East Java|89900
Finland|Nordic Countries|FIN|5171300|Tampere|Pirkanmaa|195468
Japan|Eastern Asia|JPN|126714000|Kanuma|Tochigi|93053
